northboundVersion,/apiName,headers,httpMethod_api,endpoint_api,jsonBody,southboundVersion,southboundMethod,southBoundVersion_sb,methodName,queryParams,microService,operation,backendVersion,endpoint_sb,responseUnwrapMethod,httpMethod_sb
v1,history,Session-Id;Virgin-Device-Id;Accept-Version,GET,data_transfer/history,number=example,V1,history,V1,history,MSISDN,DataTransfer,History,V1,DataTransfer/V1/History,parsed_key_result3,GET
v1,validate destination,Session-Id;Virgin-Device-Id;Accept-Version,POST,data_transfer/validate_destination,"{ ""number"" : ""example"" }",V1,validate_destination,V1,validate_destination,MSISDN,DataTransfer,ValidateDataTransferDestination,V1,DataTransfer/V1/ValidateDataTransferDestination,parsed_key_result3,POST
v1,Submit Data Transfer,Session-Id;Virgin-Device-Id;Accept-Version,POST,data_transfer/submit,"{ ""number"" : ""example"", ""destination_number"" : ""example"", ""transfer_denomination_id"" : 123 }",V1,submit_data_transfer_destination,V1,submit_data_transfer_destination,MSISDN;DestinationMSISDN;transferDenominationId,DataTransfer,SubmitDataTransferDestination,V1,DataTransfer/V1/SubmitDataTransferDestination,parsed_key_result3,POST
v1,Reasons,Session-Id;Virgin-Device-Id;Accept-Version,GET,deactivation/reasons,,V1,reasons,V1,reasons,,Deactivation,Reasons,V1,Deactivation/V1/Reasons,parsed_key_result3,GET
v1,Request OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/request_otp,"{ ""number"" : ""example"" }",V1,request_otp,V1,request_otp,MSISDN;ReasonId,Deactivation,RequestOTP,V1,Deactivation/V1/RequestOTP,parsed_key_result3,POST
v1,** Deprecated **,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/confirm,"{ ""order_id"" : ""example"", ""status"" : ""example"" }",V1,confirm,V1,confirm,MSISDN;OTP;ReasonId,Deactivation,Confirm,V1,Deactivation/V1/Confirm,parsed_key_result3,POST
v1,Request OTP For Web,Session-Id;Virgin-Device-Id;Accept-Version,POST,deactivation/request_otp_for_web,"{ ""number"" : ""example"", ""reason_id"" : ""example"", ""id_number"" : ""example"", ""id_type"" : ""example"" }",V1,RequestOTPForWeb,V1,RequestOTPForWeb,MSISDN;ReasonId;IDNumber;IDType,Deactivation,RequestOTPForWeb,V1,Deactivation/V1/RequestOTPForWeb,parsed_key_result3,POST
v1,Postpaid Reasons,Session-Id;Virgin-Device-Id;Accept-Version,GET,deactivation/postpiad_suspend_reasons,,V1,PostpaidReasons,V1,PostpaidReasons,,PostPaidPlan,SuspendReasons,V1,PostPaidPlan/V1/SuspendReasons,parsed_key_result3,GET
v1,Suspend Postpaid Line,Session-Id;Virgin-Device-Id;Accept-Version,POST,deactivation/suspend_postpaid,"{ ""number"" : ""example"", ""reason"" : ""example"" }",V1,SuspendPostPaid,V1,SuspendPostPaid,MSISDN;Reason,PostPaidPlan,Suspend,V1,PostPaidPlan/V1/Suspend,parsed_key_result3,POST
v1,Reconnect Postpaid Line,Session-Id;Virgin-Device-Id;Accept-Version,POST,deactivation/reconnect_postpaid,"{ ""number"" : ""example"" }",V1,ReconnectPostPaid,V1,ReconnectPostPaid,MSISDN,PostPaidPlan,Reconnect,V1,PostPaidPlan/V1/Reconnect,parsed_key_result3,POST
v1,create_postpaid_termination_ticket,Session-Id;Virgin-Device-Id;Accept-Version,POST,deactivation/create_postpaid_termination_ticket,"{ ""id_number"" : ""example"", ""id_type"" : ""example"", ""contact_phone"" : ""example"", ""iban"" : ""example"", ""reason"" : ""example"" }",V1,PostPaidTerminationTicket,V1,PostPaidTerminationTicket,IDNumber;IDType;ContactPhone;IBAN;reason,Deactivation,PostPaidTerminationTicket,V1,Deactivation/V1/PostPaidTerminationTicket,parsed_key_result3,POST
v1,check_number_type,Session-Id;Virgin-Device-Id;Accept-Version,GET,deactivation/check_number_type,number=example,V1,CheckMSISDNType,V1,CheckMSISDNType,MSISDN,Deactivation,checkMSISDNType,V1,Deactivation/V1/checkMSISDNType,parsed_key_result3,GET
v1,Request Delivery,Session-Id;Virgin-Device-Id;Accept-Version,POST,deliveries/,"{ ""number"" : ""example"", ""lat"" : 1.23, ""lng"" : 1.23, ""customer_name"" : ""example"", ""has_sim"" : true, ""instructions"" : ""example"", ""operation"" : 123, ""Operation"" : 123 }",V1,create,V1,create,longitude;latitude;mobileNumber;navigationInstruction;customerName;customerHasSIM,ConfirmDelivery,DeliverSIMNow,V1,ConfirmDelivery/V1/DeliverSIMNow,parsed_key_results4,POST
v1,Cancel Delivery,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,deliveries/,"{ ""reason"" : ""example"", ""delivery_id"" : ""example"" }",V1,destroy,V1,destroy,reason;deliverybookingID,ConfirmDelivery,Cancel,V1,ConfirmDelivery/V1/Cancel,parsed_key_results,POST
v1,Get SIM Tracking,Session-Id;Virgin-Device-Id;Accept-Version,GET,deliveries/tracking,delivery_id=example,V1,sim_tracking,V1,sim_tracking,deliverybookingID,DeliveryInformation,SIMTripTracking,V1,DeliveryInformation/V1/SIMTripTracking,parsed_key_results4,GET
v1,Get Delivery,Session-Id;Virgin-Device-Id;Accept-Version,GET,deliveries/,delivery_id=example,V1,get,V1,get,deliverybookingID,DeliveryInformation.svc,SIMTrip,V1,DeliveryInformation.svc/V1/SIMTrip,parsed_key_results4,GET
v1,ETA for Delivery,Session-Id;Virgin-Device-Id;Accept-Version,GET,deliveries/eta,lat=1.23&lng=1.23,V1,eta,V1,eta,longitude;latitude,DeliveryInformation,ETA,V1,DeliveryInformation/V1/ETA,parsed_key_results,GET
v1,cancel delivery,Session-Id;Virgin-Device-Id;Accept-Version,POST,payments/delivery_cancel,"{ ""reason"" : ""example"", ""cvv"" : ""example"", ""delivery_id"" : ""example"" }",V1,delivery_cancel,V1,delivery_cancel,reason;CVV;deliverybookingID,ConfirmDelivery,CancelOnlinePayment,V1,ConfirmDelivery/V1/CancelOnlinePayment,parsed_data,POST
v1,cancellation reasons,,GET,deliveries/cancellation_reasons,,V1,cancellation_reasons,V1,cancellation_reasons,,,,,,,
v1,Request OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/request_otp,"{ ""number"" : ""example"" }",V1,request_otp,V1,request_otp,,otp,Request,V1,otp/V1/Request,parsed_key_result3,POST
v1,verify otp,Session-Id;Virgin-Device-Id;Accept-Version,POST,eauction/verify_otp,"{ ""number"" : ""example"", ""email"" : ""example"", ""otp"" : ""example"" }",V1,verify_otp,V1,verify_otp,,otp,Verify,V1,otp/V1/Verify,parsed_key_result3,POST
v1,Request email validation code,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/type,,V1,eligibility_type,V1,eligibility_type,,CheckEligibility,Type,V1,CheckEligibility/V1/Type,parsed_key_results,GET
v1,available_nationalities,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/available_nationalities,id_type=example,V1,available_nationalities,V1,available_nationalities,,CheckEligibility,Nationalities,V1,CheckEligibility/V1/Nationalities,parsed_key_results,GET
v1,available_saudi_cities,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/available_saudi_cities,,V1,available_saudi_cities,V1,available_saudi_cities,,CheckEligibility,Cities,V1,CheckEligibility/V1/Cities,parsed_key_results,GET
v1,CheckEligibility,Session-Id;Virgin-Device-Id;Accept-Version,POST,eligibility/check_eligibility,"{ ""id_type"" : ""example"", ""id_number"" : ""example"", ""nationality_id"" : ""example"", ""city_id"" : ""example"" }",V1,check_eligibility,V1,check_eligibility,IDNumber;IDType;NationalityID;CityId,CheckEligibility,CheckEligibility,V1,CheckEligibility/V1/CheckEligibility,parsed_key_results,POST
v1,CheckEligibility,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/check_eligibility,,V1,get_check_eligibility,V1,get_check_eligibility,,FamilyCheckEligibility,FamilyCheckEligibility,V1,FamilyCheckEligibility/V1/FamilyCheckEligibility,parsed_key_results,POST
v1,IsEligibleForPostpaid,Session-Id;Virgin-Device-Id;Accept-Version,POST,eligibility/is_eligible_for_postpaid,"{ ""number"" : ""example"", ""plan_code"" : ""example"", ""first_name"" : ""example"", ""last_name"" : ""example"", ""date_of_birth"" : ""example"", ""marital_status"" : ""example"", ""gender"" : ""example"", ""residence"" : ""example"", ""nationality"" : ""example"", ""phone_number"" : ""example"" }",V1,is_eligible_for_postpaid,V1,is_eligible_for_postpaid,MSISDN;PPLCode;FirstName;LastName;DateOfBirth;MaritalStatus;Gender;Residence;Nationality;PhoneNumber,CheckEligibility,IsEligibleForPostpaid,V2,CheckEligibility/V2/IsEligibleForPostpaid,parsed_key_result3,POST
v1,CheckEligibility,Session-Id;Virgin-Device-Id;Accept-Version,POST,eligibility/is_absher_eligible,,V1,is_absher_eligible,V1,is_absher_eligible,,CheckEligibility,IsEligibleForAbsher,V1,CheckEligibility/V1/IsEligibleForAbsher,parsed_key_result3,POST
v1,send verification code,Session-Id;Virgin-Device-Id,POST,securitymanagement/send_verification_email,"{ ""email"" : ""example"" }",V1,send_verification_email,V1,send_verification_email,,Password,VerificationCode,V1,Password/V1/VerificationCode,parsed_key_results,POST
v1,****[DEPREICATED] use /password/validate_verification_code Validate email,Session-Id;Virgin-Device-Id;Accept-Version,POST,email/validate,"{ ""email"" : ""example"", ""code"" : ""example"" }",V1,validate,V1,validate,,Password,ValidateVerificationCode,V1,Password/V1/ValidateVerificationCode,parsed_key_results,POST
v1,Validate Email,Session-Id;Virgin-Device-Id;Accept-Version,POST,email/validate_email,"{ ""email"" : ""example"" }",V1,validate_email,V1,validate_email,,HomeNotifications,InvalidateEmail,V1,HomeNotifications/V1/InvalidateEmail,parsed_key_results,POST
v1,Request email update,Session-Id;Virgin-Device-Id;Accept-Version,POST,email/request_update,"{ ""new_email"" : ""example"" }",V1,request_update,V1,request_update,newEmail,UpdateEmail,Request,V1,UpdateEmail/V1/Request,parsed_key_results,POST
v1,Confirm Update Email,Session-Id;Virgin-Device-Id;Accept-Version,POST,email/validate_update,"{ ""code"" : ""example"", ""new_email"" : ""example"" }",V1,validate_update,V1,validate_update,newEmail,UpdateEmail,Confirm,V1,UpdateEmail/V1/Confirm,parsed_key_results,POST
v1,update_using_password,Session-Id;Virgin-Device-Id;Accept-Version,POST,email/update_using_password,"{ ""password"" : ""example"", ""new_email"" : ""example"" }",V1,update_using_password,V1,update_using_password,password;newEmail,UpdateEmail,Update,V1,UpdateEmail/V1/Update,parsed_key_result3,POST
v1,Get Available Extras,Session-Id;Virgin-Device-Id;Accept-Version,GET,extras/,,V1,list_extras,V1,list_extras,,Extras,List,V1,Extras/V1/List,parsed_key_results,GET
v1,Get Current Selected Extras,Session-Id;Virgin-Device-Id;Accept-Version,GET,extras/my,,V1,list_selection,V1,list_selection,,Extras,Selection,V1,Extras/V1/Selection,parsed_key_results,GET
v1,Summary,Session-Id;Virgin-Device-Id;Accept-Version,GET,extras/summary,,V1,extras_summary,V1,extras_summary,,Extras,Summary,V1,Extras/V1/Summary,parsed_key_results,GET
v1,[Deprecated] Use `POST /family/payments (V8)` with Family process param instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/payments/,"{ ""number"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V1,pay,V1,pay,'cvv';PaymentMethodId,Extras,Payment,V2,Extras/V2/Payment,parsed_data,POST
v1,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,,V1,get_cart,V1,get_cart,,FamilyCart,Summary,V1,FamilyCart/V1/Summary,parsed_key_results,GET
v1,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/,"{ ""number"" : ""example"" }",V1,initial_reservation,V1,initial_reservation,MSISDN;Email,Family,ReserveNumber,V1,Family/V1/ReserveNumber,parsed_list_data,POST
v1,[Deprecated] Use `POST /family/payments (V8)` with Family process param instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/payments/,"{ ""number"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V1,pay,V1,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V1,FamilyPayment/V1/SubmitFamilyTransOnlinePayment,parsed_data,POST
v1,** Deprecated **,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/confirm,"{ ""order_id"" : ""example"", ""status"" : ""example"" }",V1,confirm,V1,confirm,,PaymentManagement,ConfirmOnlinePaymentTransaction,V1,PaymentManagement/V1/ConfirmOnlinePaymentTransaction,parsed_data,POST
v1,Register,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/register,"{ ""email"" : ""example"", ""number"" : ""example"", ""tag"" : ""example"" }",V1,register,V1,register,,Family,Register,V1,Family/V1/Register,parsed_data,POST
v1,Set Tag,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/tag,"{ ""number"" : ""example"", ""email"" : ""example"", ""tag"" : ""example"" }",V1,update_tag,V1,update_tag,MSISDN;Email;TagName,Family,UpdateTagName,V1,Family/V1/UpdateTagName,parsed_data,POST
v1,Remove Family Booking,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,family/numbers/,"{ ""number"" : ""example"" }",V1,remove_booking,V1,remove_booking,MSISDN,Family,RemoveBooking,V1,Family/V1/RemoveBooking,parsed_list_data,POST
v1,Set Primary,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/set_primary,"{ ""number"" : ""example"" }",V1,set_primary,V1,set_primary,MSISDN;,Family,SetPrimary,V1,Family/V1/SetPrimary,parsed_list_data,POST
v1,Request topup,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/request_topup,"{ ""number"" : ""example"", ""amount"" : 123 }",V1,request_topup,V1,request_topup,MSISDN;Amount,Family,RequestTopUP,V1,Family/V1/RequestTopUP,parsed_list_data,POST
v1,change_email ,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/change_email,"{ ""new_email"" : ""example"", ""number"" : ""example"", ""is_main"" : true }",V1,change_email,V1,change_email,MSISDN;NewEmail;IsMainAccount,Family,ChangeEmail,V1,Family/V1/ChangeEmail,parsed_key_results2,POST
v1,Change the number,Session-Id;Virgin-Device-Id;Accept-Version,POST,payments/change_number,"{ ""old_number"" : ""example"", ""new_number"" : ""example"", ""cvv"" : ""example"" }",V1,change_number,V1,change_number,OldMSISDN;NewMSISDN,Family,ChangeNumber,V1,Family/V1/ChangeNumber,parsed_key_results2,POST
v1,Get Ranges,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/age_ranges,,V1,age_ranges,V1,age_ranges,,Family,AgeRanges,V1,Family/V1/AgeRanges,parsed_key_results,GET
v1,Set Age Range,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/set_age_range,"{ ""age_rang_id"" : ""example"", ""tag_name"" : ""example"" }",V1,set_age_range,V1,set_age_range,AgeRangID;TagName,Family,SetAgeRange,V1,Family/V1/SetAgeRange,parsed_key_results2,POST
v1,save_selected_plan,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/save_selected_plan,"{ ""selected_subscription_type_ids"" : ""example"", ""promotion_codes"" : ""example"", ""product_code"" : ""example"" }",V1,save_selected_plan,V1,save_selected_plan,selectedSubscriptionTypeIDs;PromotionCodes;ProductCode,Family,SaveSelectedPlan,V2,Family/V2/SaveSelectedPlan,parsed_key_results2,POST
v1,Offers List,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/offers_list,number=example,V1,offers_list,V1,offers_list,MSISDN,FamilyOffers,List,V1,FamilyOffers/V1/List,parsed_key_result3,GET
v1,Offer Apply,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/offer_apply,"{ ""number"" : ""example"", ""promotion_id"" : ""example"" }",V1,offer_apply,V1,offer_apply,MSISDN;PromotionId,FamilyOffers,Apply,V1,FamilyOffers/V1/Apply,parsed_key_result3,POST
v1,Offer Remove,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,family/,"{ ""number"" : ""example"", ""promotion_id"" : ""example"" }",V1,offer_remove,V1,offer_remove,MSISDN;PromotionId,FamilyOffers,Remove,V1,FamilyOffers/V1/Remove,parsed_key_result3,DELETE
v1,onboarding,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,family/onboarding,"{ ""selected_subscription_type_ids"" : ""example"", ""promotion_codes"" : ""example"" }",V1,onboarding,V1,onboarding,,Family,Onboarding,V1,Family/V1/Onboarding,,DELETE
v1,Send OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,securitymanagement/register_by_number_otp,"{ ""number"" : ""example"" }",V1,send_otp,V1,send_otp,,Family,SendOTP,V1,Family/V1/SendOTP,parsed_key_result3,POST
v1,Validate Otp,Session-Id;Virgin-Device-Id;Accept-Version,POST,otp/validate_otp,"{ ""number"" : ""example"", ""flow_type"" : ""example"", ""otp"" : ""example"" }",V1,validate_otp,V1,validate_otp,OTP,Family,ValidateOTP,V1,Family/V1/ValidateOTP,parsed_key_result3,POST
v1,Get the Topics,Session-Id,GET,faqs/feedback/nps_feedback/topics/,lang=example,V1,index,V1,index,,,,,,,
v1,Get a topic by ID,Session-Id,GET,faqs/feedback/nps_feedback/topics/,lang=example,V1,show,V1,show,,,,,,,
v1,Search for an article,Session-Id,GET,faqs/feedback/nps_feedback/topics/articles/search,query=example&lang=example&per_page=123&page=123,V1,search,V1,search,controller;action;lang;term;count;page,,,,,,
v1,Create/Update Rate for a question,Session-Id,POST,faqs/articles/vote/,"{ ""type"" : ""example"" }",V1,vote,V1,vote,controller;action;question_id;vote_type,,,,,,
v1,Get Article or Topic by slug,Session-Id,GET,faqs/slug,slug=example&lang=example,V1,slug,V1,slug,controller;action;lang;slug,,,,,,
v1,Get an Article,,,,id=example&lang=example,V1,showTopic,V1,showTopic,controller;action;lang;question_id,,,,,,
v1,Get suggested and popular articles,Session-Id,GET,faqs/suggested_popular,lang=example,V1,suggested_popular,V1,suggested_popular,controller;action;lang,,,,,,
v1,Grouped search,Session-Id,GET,faqs/grouped_search,query=example&lang=example,V1,grouped_search,V1,grouped_search,,,,,,,
v1,Post a feedback,Session-Id;Virgin-Device-Id,POST,faqs/feedback/,"{ ""message"" : ""example"", ""phone_code"" : ""example"", ""email"" : ""example"" }",V1,submit_ticket,V1,submit_ticket,description;code,FAQ.svc,CreateTroubleTicket,V1,FAQ.svc/V1/CreateTroubleTicket,parsed_key_results,GET
v1,Post NPS feedback,,POST,faqs/feedback/nps_feedback/,"{ ""comment"" : ""example"", ""rating"" : ""example"" }",V1,submit_rating,V1,submit_rating,,,,,,,
v1,Lookups,Session-Id;Virgin-Device-Id;Accept-Version,GET,fraud/types,number=example,V1,Lookups,V1,Lookups,,FraudManagement,Lookups,V1,FraudManagement/V1/Lookups,parsed_key_result3,GET
v1,Check Customer With OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,fraud/check_customer_with_otp,"{ ""number"" : ""example"", ""fraud_type"" : ""example"" }",V1,CheckCustomerWithOTP,V1,CheckCustomerWithOTP,MSISDN;FraudType,FraudManagement,CheckCustomerWithOTP,V1,FraudManagement/V1/CheckCustomerWithOTP,parsed_key_result3,POST
v1,Report Fraud,Session-Id;Virgin-Device-Id;Accept-Version,POST,fraud/report_fraud,"{ ""ReportingMSISDN"" : ""example"", ""ReportedMSISDN"" : ""example"", ""UserName"" : ""example"", ""FraudRequestTypeID"" : 123, ""Notes"" : ""example"", ""OTP"" : ""example"" }",V1,InsertFraud,V1,InsertFraud,ReportingMSISDN;ReportedMSISDN;UserName;FraudRequestTypeID;Notes;OTP,FraudManagement,InsertFraud,V1,FraudManagement/V1/InsertFraud,parsed_key_result3,POST
v1,friend request,Session-Id;Virgin-Device-Id;Accept-Version,POST,friend/request,"{ ""number"" : ""example"", ""friend_name"" : ""example"", ""friend_number"" : ""example"" }",V1,friend_request,V1,friend_request,MSISDN;FriendName;FriendMSISDN,Friend,Request,V1,Friend/V1/Request,parsed_key_result3,POST
v1,confirm_with_data_share ,Session-Id;Virgin-Device-Id;Accept-Version,POST,friend/confirm_with_data_share,"{ ""number"" : ""example"", ""friend_name"" : ""example"", ""friend_number"" : ""example"", ""otp"" : ""example"" }",V1,confirm_with_data_share,V1,confirm_with_data_share,MSISDN;FriendName;FriendMSISDN;otp,Friend,confirmtionWithDataShare,V1,Friend/V1/confirmtionWithDataShare,parsed_key_result3,POST
v1,Delete Friend ,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,friend/,"{ ""number"" : ""example"", ""friend_number"" : ""example"" }",V1,delete_friend,V1,delete_friend,MSISDN;FreindMSISDN,Friend,Delete,V1,Friend/V1/Delete,parsed_key_result3,DELETE
v1,Get Game Page info,Session-Id;Virgin-Device-Id;Accept-Version,GET,gamification/game_information,number=example,V1,get_game_info,V1,get_game_info,MSISDN,twt,GetWPUrl,V1,twt/V1/GetWPUrl,parsed_key_result3,GET
v1,get wp prize history url,Session-Id;Virgin-Device-Id;Accept-Version,GET,gamification/wp,number=example,V1,getWPPrizeHistoryUrl,V1,getWPPrizeHistoryUrl,MSISDN,TWT,GetWPPrizeHistoryUrl,V1,TWT/V1/GetWPPrizeHistoryUrl,parsed_key_result3,GET
v1,Get TWT eligibility,Session-Id;Virgin-Device-Id;Accept-Version,GET,gamification/twt_eligibility,number=example,V1,get_twt_eligibility,V1,get_twt_eligibility,MSISDN,TWT,GetTWTeligibility,V1,TWT/V1/GetTWTeligibility,parsed_key_result3,GET
v1,Get messages,Session-Id;Virgin-Device-Id;Accept-Version,GET,inbox/messages/,,V1,get_messages,V1,get_messages,,HomeNotifications,GetHomeNotifications,V1,HomeNotifications/V1/GetHomeNotifications,parsed_key_results,GET
v1,Delete message,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,inbox/messages/,"{ ""message_id"" : 123 }",V1,remove_message,V1,remove_message,,HomeNotifications,DismissNotification,V1,HomeNotifications/V1/DismissNotification,parsed_key_results,POST
v1,Delete All,Session-Id;Accept-Version;Virgin-Device-Id,DELETE,inbox/messages/clear_all,,V1,delete_all,V1,delete_all,,HomeNotifications,DismissAll,V1,HomeNotifications/V1/DismissAll,parsed_key_results,POST
v1,Summary,Session-Id;Virgin-Device-Id;Accept-Version,GET,messages_center/summary,page=123&page_count=123,V1,message_center_summary,V1,message_center_summary,page;pageCount,Inbox,MessagesSummary,V1,Inbox/V1/MessagesSummary,parsed_key_result3,GET
v1,message,Session-Id;Virgin-Device-Id;Accept-Version,GET,messages_center/message,message_id=123,V1,message_center_message,V1,message_center_message,messageId,Inbox,MessagesDetails,V1,Inbox/V1/MessagesDetails,parsed_key_result3,GET
v1,message,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,messages_center/message,"{ ""message_ids"" : ""example"" }",V1,message_center_delete_messages,V1,message_center_delete_messages,messageIds,Inbox,deleteMessages,V1,Inbox/V1/deleteMessages,parsed_key_result3,POST
v1,predefined,Session-Id;Accept-Version;Virgin-Device-Id,GET,international/predefined,process=example&product_code=example,V1,predefined,V1,predefined,process;ProductCode,International,PreDefined,V2,International/V2/PreDefined,parsed_key_result3,GET
v1,CountriesHistory,Session-Id;Accept-Version;Virgin-Device-Id,GET,international/countries_history,process=example,V1,countries_history,V1,countries_history,Process,International,SearchHistory,V2,International/V2/SearchHistory,parsed_key_result3,GET
v1,all_countries_rate,Session-Id;Accept-Version;Virgin-Device-Id,GET,international/all_countries_rate,iso3_codes=example&if_modified_since=123,V1,all_countries_rate,V1,all_countries_rate,isoCodes,International,CountriesRates,V3,International/V3/CountriesRates,,GET
v1,subscription,Session-Id;Virgin-Device-Id;Accept-Version,POST,international/subscription,"{ ""pack_code"" : ""example"", ""country_iso3"" : ""example"", ""number"" : ""example"" }",V1,subscription,V1,subscription,packCode;CountryCode;MSISDN,International,subscription,V2,International/V2/subscription,parsed_key_result3,POST
v1,available,Session-Id;Accept-Version;Virgin-Device-Id,GET,international/available,process=example&product_code=example&country_code=example,V1,available,V1,available,process;ProductCode;CountryCode,International,Available,V2,International/V2/Available,parsed_key_result3,GET
v1,denominations,Session-Id;Virgin-Device-Id;Accept-Version,GET,international_credit_transfer/denominations,number=example,V1,denominations,V1,denominations,MSISDN,CreditTransfer,InternatiolDenominations,V2,CreditTransfer/V2/InternatiolDenominations,parsed_key_result3,GET
v1,Request OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/request_otp,"{ ""number"" : ""example"" }",V1,request_otp,V1,request_otp,senderMSISDN;destinationMSISDN;destinationAmount;localTransferValue,CreditTransfer,RequestOTPForInternational,V2,CreditTransfer/V2/RequestOTPForInternational,parsed_key_result3,POST
v1,submit,Session-Id;Virgin-Device-Id;Accept-Version,POST,international_credit_transfer/submit,"{ ""sender_number"" : ""example"", ""destination_number"" : ""example"", ""destination_amount"" : 123, ""local_transfer_value"" : 1.23, ""otp"" : ""example"" }",V1,submit,V1,submit,senderMSISDN;destinationMSISDN;destinationAmount;localTransferValue;OTP,CreditTransfer,SubmitInternatiolDenomination,V2,CreditTransfer/V2/SubmitInternatiolDenomination,parsed_key_result3,POST
v1,get_dashboard_data,Session-Id;Virgin-Device-Id;Accept-Version;Userip;Channelid;Loginid;Sectokn,POST,loyalty/get_dashboard_data,"{ ""number"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,get_dashboard_data,V1,get_dashboard_data,MSISDN;Latitude;Longitude;apikey,Loyalty,getDashboardData,V1,Loyalty/V1/getDashboardData,parsed_key_result3,POST
v1,get_voucher_list,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_voucher_list,"{ ""number"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,get_voucher_ist,V1,get_voucher_ist,MSISDN;Latitude;Longitude;apikey,Loyalty,getMyVoucherList,V1,Loyalty/V1/getMyVoucherList,parsed_key_result3,POST
v1,total_savings,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/total_savings,"{ ""number"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,total_savings,V1,total_savings,MSISDN;Latitude;Longitude;apikey,Loyalty,totalSavings,V1,Loyalty/V1/totalSavings,parsed_key_result3,POST
v1,save_feedback,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/save_feedback,"{ ""number"" : ""example"", ""feedback_content"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,save_feedback,V1,save_feedback,MSISDN;Latitude;Longitude;apikey;feedbackContent,Loyalty,saveFeedback,V1,Loyalty/V1/saveFeedback,parsed_key_result3,POST
v1,add_to_favorite,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/add_to_favorite,"{ ""number"" : ""example"", ""offer_id"" : ""example"", ""fav_status"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,add_to_favorite,V1,add_to_favorite,MSISDN;Latitude;Longitude;apikey;offerID;favStatus,Loyalty,addToFavorite,V1,Loyalty/V1/addToFavorite,parsed_key_result3,POST
v1,get_offers,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_offers,"{ ""number"" : ""example"", ""offer_filter"" : ""example"", ""offer_sort"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"", ""category_id"" : ""example"", ""page_number"" : ""example"", ""no_of_records"" : ""example"" }",V1,get_offers,V1,get_offers,MSISDN;Latitude;Longitude;apikey;categoryID;offerFilter;offerSort;pageNumber;noOfRecords,Loyalty,getOffers,V1,Loyalty/V1/getOffers,parsed_key_result3,POST
