northboundVersion,/apiName,headers,httpMethod_api,endpoint_api,jsonBody,southboundVersion,southboundMethod,southBoundVersion_sb,methodName,queryParams,microService,operation,backendVersion,endpoint_sb,responseUnwrapMethod,httpMethod_sb
v6,Request Credit Transfer,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_transfer/confirm,"{ ""amount"" : 1.23, ""transfer_to"" : ""example"", ""transfer_from"" : ""example"", ""code"" : ""example"" }",V2,submit_credit_transfer,V2,submit_credit_transfer,,CreditTransfer,Transfer,V1,CreditTransfer/V1/Transfer,parsed_key_results,POST
v3,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/,"{ ""number"" : ""example"", ""email"" : ""example"", ""process"" : ""example"" }",V2,initial_reservation,V2,initial_reservation,MSISDN;Email;process,Family,ReserveNumber,V2,Family/V2/ReserveNumber,parsed_list_data,POST
v3,Register,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/register,"{ ""email"" : ""example"", ""number"" : ""example"", ""tag"" : ""example"" }",V2,register,V2,register,,Family,Register,V1,Family/V1/Register,parsed_data,POST
v3,Random Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/random,"{ ""email"" : ""example"", ""process"" : ""example"" }",V2,random_reservation,V2,random_reservation,Email;process,Family,RandomNumber,V2,Family/V2/RandomNumber,parsed_key_results,POST
v3,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,process=example,V2,get_cart,V2,get_cart,UIProcess,FamilyCart,Summary,V2,FamilyCart/V2/Summary,parsed_key_results,GET
v3,[Deprecated] Info not needed in the app anymore in 2.9,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/iot_devices_price_list,,V2,iot_devices_price_list,V2,iot_devices_price_list,,Family,IoTDevicesPricingList,V2,Family/V2/IoTDevicesPricingList,parsed_response,GET
v3,[Deprecated] Use `POST /family/payments (v8)` with IoT process param instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/payments/iot,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V2,pay,V2,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V2,FamilyPayment/V2/SubmitFamilyTransOnlinePayment,parsed_data,POST
v3,[Deprecated] Call FamilyRandom and TagUpdate as chain call instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/register_iot_devices,"{ ""count"" : ""example"", ""email"" : ""example"" }",V2,remove_all_bookings,V2,remove_all_bookings,,Family,RemoveAllBookings,V1,Family/V1/RemoveAllBookings,parsed_key_results,POST
v1,Pending reservations,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/pending_reservation,process=example,V2,pending_reservations,V2,pending_reservations,process,FamilyCart,PendingReservation,V2,FamilyCart/V2/PendingReservation,parsed_list_data,GET
v1,Get Attached Sim,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/attach_sim,number=example,V2,get_attach_sim,V2,get_attach_sim,MSISDN,Activation,SIM,V2,Activation/V2/SIM,parsed_key_results,GET
v1,Create Attached Sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/attach_sim,"{ ""number"" : ""example"", ""imsi"" : ""example"", ""is_esim"" : true }",V2,post_attach_sim,V2,post_attach_sim,MSISDN;IsESIM;IMSI,Activation,SIM,V2,Activation/V2/SIM,parsed_key_results,POST
v11,payment,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/payment,from_date=example&to_date=example&number=example,V2,payments,V2,payments,fromDate;toDate;MSISDN,PaymentHistory,Transactions,V2,PaymentHistory/V2/Transactions,parsed_key_result3,GET
v11,pdf,Session-Id;Virgin-Device-Id;Accept-Version,POST,history/payment/pdf,"{ ""from_date"" : ""example"", ""to_date"" : ""example"", ""number"" : ""example"" }",V2,pdf,V2,pdf,fromDate;toDate;MSISDN,PaymentHistory,PDF,V2,PaymentHistory/V2/PDF,parsed_key_result3,POST
v2,Spending Limit,Session-Id,GET,me/spending_limit,number=example,V2,spending_limit,V2,spending_limit,MSISDN,RechargeAccountBalance.svc,GetSpendinglimit,V2,RechargeAccountBalance.svc/V2/GetSpendinglimit,parsed_key_results,GET
v2,Set Spending Limit,Session-Id,POST,me/spending_limit,"{ ""number"" : ""example"", ""value"" : ""example"" }",V2,set_spending_limit,V2,set_spending_limit,MSISDN;Spendlimitvalue,RechargeAccountBalance.svc,SetSpendinglimit,V2,RechargeAccountBalance.svc/V2/SetSpendinglimit,parsed_key_results,GET
v2,usage,Session-Id,GET,me/usage,plan_types=example&number=example&from=example&to=example,V2,usage_history_summary,V2,usage_history_summary,,,,,,,
v2,Get Auto Recharge Details,Session-Id;Accept-Version,GET,me/auto_recharge,number=example,V2,auto_recharge,V2,auto_recharge,MSISDN,AutoRechargeDetails.svc,GetAutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/GetAutoRechargeDetails,parsed_key_results,GET
v2,Set Auto Recharge Details,Session-Id;Accept-Version,POST,me/auto_recharge,"{ ""number"" : ""example"", ""minimum_recharge_balance"" : ""example"", ""amount"" : ""example"", ""ask_me"" : true }",V2,set_auto_recharge,V2,set_auto_recharge,Amount;MSISDN;minimumRechargeBalance;AutoRechargeStatus,AutoRechargeDetails.svc,SetAutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/SetAutoRechargeDetails,parsed_key_results,GET
v2,payment_history,Session-Id;Accept-Version,GET,me/payment_history,number=example&from=123&to=123,V2,payment_history,V2,payment_history,MSISDN;fromDate;toDate,PaymentHistory.svc,GetPaymentTransactionsHistory,V2,PaymentHistory.svc/V2/GetPaymentTransactionsHistory,parsed_key_results,GET
v2,Recharge Current Balance,Session-Id,POST,me/recharge,"{ ""number"" : ""example"", ""amount"" : 123 }",V2,recharge_account,V2,recharge_account,MSISDN;amount,RechargeAccountBalance.svc,RechargeBalance,V2,RechargeAccountBalance.svc/V2/RechargeBalance,parsed_key_results,GET
v5,Usage,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_daily,plan_types=example&number=example&filter_id=example,V2,usage_history_summary_daily,V2,usage_history_summary_daily,planTypes;MSISDN;filterId,UsageHistory,DailySummary,V2,UsageHistory/V2/DailySummary,parsed_key_results,GET
v5,Usage Details,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_details,plan_types=example&number=example&filter_id=example,V2,usage_history_summary_details,V2,usage_history_summary_details,planTypes;MSISDN;filterId,UsageHistory,Details,V2,UsageHistory/V2/Details,parsed_key_results,GET
v2,Get User Numbers,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/,reservation_ids=example,V2,initial_booking_numbers,V2,initial_booking_numbers,,Booked,initial,V2,Booked/V2/initial,parsed_list_data,GET
v2,Get Numbes based on reservation types,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/reservation,reservation_types=example,V2,numbers_based_on_reservation,V2,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V2,Booked/V2/Reservation,parsed_list_data,GET
v3,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/numbers/,"{ ""number"" : ""example"", ""email"" : ""example"", ""process"" : ""example"" }",V2,initial_reservation,V2,initial_reservation,,Numbers,Reservation,V2,Numbers/V2/Reservation,parsed_list_data,POST
v14,available,Session-Id;Virgin-Device-Id;Accept-Version,GET,pack/available,number=example&product_codes=example&service_types=example&pack_type=123&filter=example&sort=example,V2,get_available_pack,V2,get_available_pack,MSISDN;producCodes;ServiceTypes;packType;filter;sort,Available,AvailablePacks,V5,Available/V5/AvailablePacks,parsed_key_result3,GET
v17,Subscribe,Session-Id;Virgin-Device-Id;Accept-Version,POST,pack/subscribe,"{ ""number"" : ""example"", ""pack_code"" : ""example"", ""auto_renew"" : true }",V2,subscribe_pack,V2,subscribe_pack,MSISDN;packCode;AutoRenew,Plans,PackSubscribe,V3,Plans/V3/PackSubscribe,parsed_key_result3,POST
v4,Create/Set Password for a user,Session-Id;Virgin-Device-Id;Accept-Version,POST,password/,"{ ""code"" : ""example"", ""email_or_number"" : ""example"", ""password"" : ""example"", ""lang"" : ""example"" }",V2,set_password,V2,set_password,,Password,Set,V2,Password/V2/Set,parsed_data_status,POST
v4,Reset Password OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,password/reset_otp,"{ ""email_or_number"" : ""example"" }",V2,reset_password_otp,V2,reset_password_otp,,Password,ResetPasswordOTP,V2,Password/V2/ResetPasswordOTP,parsed_data,POST
v4,****[DEPREICATED] use /password/validate_verification_code  Validate Verfication Code,Session-Id;Virgin-Device-Id;Accept-Version,POST,securitymanagement/validate_verification_code,"{ ""code"" : ""example"", ""email_or_number"" : ""example"" }",V2,validate_verification_code,V2,validate_verification_code,,Password.svc,ValidateVerificationCode,V1,Password.svc/V1/ValidateVerificationCode,parsed_list_data,POST
v10,Get Product List With Plan,Session-Id;Virgin-Device-Id;Accept-Version,GET,products/available_plans,product_codes=example&service_types=example&include_Vanity_Plan=true&number=example&include_optional_promotions=true,V2,get_available_plans_by_product_code,V2,get_available_plans_by_product_code,productCodes;serviceTypes;includeVanityPlan;MSISDN;isIncludePromotion,Available,AvailablePlansByProductCode,v4,Available/v4/AvailablePlansByProductCode,parsed_key_result3,GET
v12,Get Products Predfined Bundles,Session-Id;Virgin-Device-Id;Accept-Version,GET,products/predefined_bundles,product_codes=example&number=example&include_optional_promotions=true,V2,get_predefined_bundles,V2,get_predefined_bundles,productCodes;MSISDN;isIncludePromotion,PreDefined.svc,PreDefined,V2,PreDefined.svc/V2/PreDefined,parsed_key_result3,GET
v20,Check Promotion code,Session-Id;Virgin-Device-Id;Accept-Version,GET,promo/check,number=example&is_5g=true&code=example,V2,check_code,V2,check_code,MSISDN;is5g;Code,Promo,Check,V2,Promo/V2/Check,parsed_key_result3,GET
v7,Return current user profile,Session-Id;Accept-Version;Virgin-Device-Id,GET,securitymanagement/me,,V2,profile,V2,profile,,Customer.svc,Profile,v3,Customer.svc/v3/Profile,parsed_user_data,GET
v17,block_unblock_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/block_unblock_sim,"{ ""block"" : true, ""number"" : ""example"", ""otp"" : ""example"" }",V2,block_unblock_sim,V2,block_unblock_sim,MSISDN;block;OTP,SimReplacment,BlockSIM,V2,SimReplacment/V2/BlockSIM,parsed_key_result3,POST
v8,Pending reservations,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/pending_reservation,process=example,V3,pending_reservations,V3,pending_reservations,process,FamilyCart,PendingReservation,V3,FamilyCart/V3/PendingReservation,parsed_key_result3,GET
v8,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,process=example,V3,get_cart,V3,get_cart,UIProcess,FamilyCart,Summary,V3,FamilyCart/V3/Summary,parsed_key_result3,GET
v8,payments,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/payments/,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V3,pay,V3,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V3,FamilyPayment/V3/SubmitFamilyTransOnlinePayment,parsed_data,POST
v7,flow status,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/flow_status,,V3,flow_status,V3,flow_status,,Customer,FlowStatus,V3,Customer/V3/FlowStatus,parsed_key_results,GET
v7,[Deprecated] Depend on the number flags in `GET /family/pending_reservation (V8)` instead,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/family_flow_status,,V3,family_flow_status,V3,family_flow_status,,Customer,FamilyFlowStatus,V3,Customer/V3/FamilyFlowStatus,parsed_key_results,GET
v7,is password set,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/is_password_set,,V3,is_password_set,V3,is_password_set,,Customer,IsPasswordSet,V3,Customer/V3/IsPasswordSet,parsed_key_results,GET
v7,Get User Numbers,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/,reservation_ids=example,V3,numbers_based_on_reservation,V3,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V3,Booked/V3/Reservation,parsed_list_data,GET
v14,Get Products Predfined Bundles,Session-Id;Virgin-Device-Id;Accept-Version,GET,products/predefined_bundles,product_codes=example&number=example&include_optional_promotions=true&promotion_codes=example,V3,get_predefined_bundles,V3,get_predefined_bundles,productCodes;MSISDN;isIncludePromotion;PromotionCodes,PreDefined.svc,PreDefined,V3,PreDefined.svc/V3/PreDefined,parsed_key_result3,GET
v21,Get Products per category,Session-Id;Virgin-Device-Id;Accept-Version,GET,products/available,productAttribute=example,V3,get_products_by_category,V3,get_products_by_category,productAttribute,Products,GetProductsByCategory,V1,Products/V1/GetProductsByCategory,parsed_key_result3,GET
v11,payments,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/payments/,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"", ""payment_method_id"" : 123 }",V4,pay,V4,pay,;;PaymentMethodId,FamilyPayment,SubmitFamilyTransOnlinePayment,V4,FamilyPayment/V4/SubmitFamilyTransOnlinePayment,parsed_data,POST
v24,Display msisdns per ID,Session-Id;Virgin-Device-Id;Accept-Version,GET,customer/lines_by_customer_msisdn,number=example,V7,lines_by_customer_id,V7,lines_by_customer_id,MSISDN,CustomerProduct,LinesByCustomerId,V2,CustomerProduct/V2/LinesByCustomerId,parsed_key_result3,GET
v13,flow status,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/flow_status,,V7,flow_status,V7,flow_status,,Customer,FlowStatus,V4,Customer/V4/FlowStatus,parsed_key_results,GET
v15,Recharge By Voucher,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/recharge_by_voucher,"{ ""number"" : ""example"", ""code"" : ""example"" }",V8,recharge_by_voucher,V8,recharge_by_voucher,MSISDN;voucherCode,RechargeByVoucher.svc,RechargeByVoucher,V2,RechargeByVoucher.svc/V2/RechargeByVoucher,parsed_key_result3,POST
v17,Current Balance,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/current_balance,number=example,V8,current_balance,V8,current_balance,MSISDN,GetCurrentBalance.svc,UserBalance,V3,GetCurrentBalance.svc/V3/UserBalance,parsed_key_results,GET
v11,user_payments_methods,Session-Id;Virgin-Device-Id;Accept-Version,GET,payments/user_payments_methods,number=example,V8,user_payments_methods,V8,user_payments_methods,MSISDN,CreditCard,UserPaymentMethods,V2,CreditCard/V2/UserPaymentMethods,parsed_key_result3,GET
v11,Pay Family,Session-Id;Virgin-Device-Id;Accept-Version,POST,payments/pay_family,"{ ""_alias"" : ""example"", ""customer_name"" : ""example"", ""cvv"" : ""example"", ""process"" : ""example"", ""save_card"" : true }",V8,pay_family,V8,pay_family,Alias;CustomerName;CVV;process;SaveCard,FamilyPayment,PayFamily,V4,FamilyPayment/V4/PayFamily,parsed_key_result3,POST
v10,Get Current Plans,Session-Id;Accept-Version;Virgin-Device-Id,GET,plans/,number=example&include_expired_promo=true&include_optional_promotions=true,V8,available_current_plans,V8,available_current_plans,MSISDN;IncludeExpiredPromo;isIncludePromotion,Available,Current,V4,Available/V4/Current,parsed_key_result3,GET
v11,register_device,Virgin-Device-Id;Accept-Version,POST,devices/,"{ ""token"" : ""example"", ""adid"" : ""example"", ""android_id"" : ""example"", ""gps_adid"" : ""example"", ""idfa"" : ""example"", ""idfv"" : ""example"" }",V8,register_device,V8,register_device,Token,Device,Register,V2,Device/V2/Register,parsed_key_result3,POST
v13,Summary,Session-Id;Virgin-Device-Id;Accept-Version,GET,plans/summary,include_optional_promotions=true,V9,summary,V9,summary,isIncludePromotion,plans,confirmation,V3,plans/V3/confirmation,parsed_key_results,GET
v15,login_by_otp,Session-Id;Virgin-Device-Id;Accept-Version,POST,securitymanagement/login_by_otp,"{ ""number"" : ""example"", ""otp"" : ""example"", ""lang"" : ""example"" }",V9,login_by_otp,V9,login_by_otp,MSISDN;OTP;Lang,Login,LoginByMsisdnUsingOTP,V1,Login/V1/LoginByMsisdnUsingOTP,parsed_key_result3,POST
v15,Login with Email or Number,Session-Id;Virgin-Device-Id;Accept-Version,POST,securitymanagement/login_with_email_or_number,"{ ""email_or_number"" : ""example"", ""password"" : ""example"", ""lang"" : ""example"" }",V9,login,V9,login,,Login.svc,Login,V1,Login.svc/V1/Login,parsed_key_result3,POST
v15,login,Virgin-Device-Id;Accept-Version,POST,securitymanagement/login_by_device_id,,V9,login_by_device_id,V9,login_by_device_id,password,Login.svc,DeviceID,V1,Login.svc/V1/DeviceID,parsed_key_result3,POST
v15,Social Login,Session-Id;Accept-Version;Virgin-Device-Id,POST,securitymanagement/social_login,"{ ""token"" : ""example"", ""social_type"" : ""example"", ""lang"" : ""example"", ""token_secret"" : ""example"" }",V9,social_login,V9,social_login,,Login.svc,Social,V2,Login.svc/V2/Social,parsed_key_result3,POST
