southBoundVersion,methodName,queryParams,microService,operation,backendVersion,endpoint,responseUnwrapMethod,httpMethod
V1,validate_email,,HomeNotifications,InvalidateEmail,V1,HomeNotifications/V1/InvalidateEmail,parsed_key_results,POST
V1,request_update,,UpdateEmail,Request,V1,UpdateEmail/V1/Request,parsed_key_results,POST
V1,validate_update,,UpdateEmail,Confirm,V1,UpdateEmail/V1/Confirm,parsed_key_results,POST
V1,update_using_password,,UpdateEmail,Update,V1,UpdateEmail/V1/Update,parsed_key_result3,POST
V1,list_extras,,Extras,List,V1,Extras/V1/List,parsed_key_results,GET
V1,list_selection,,Extras,Selection,V1,Extras/V1/Selection,parsed_key_results,GET
V1,select_extra,,Extras,Selection,V1,Extras/V1/Selection,parsed_key_results,POST
V1,extras_summary,,Extras,Summary,V1,Extras/V1/Summary,parsed_key_results,GET
V1,pay,'cvv';PaymentMethodId,Extras,Payment,V2,Extras/V2/Payment,,POST
V1,delete_extra,,Extras,Delete,V1,Extras/V1/Delete,parsed_key_results,POST
V1,get_cart,,FamilyCart,Summary,V1,FamilyCart/V1/Summary,parsed_key_results,GET
V1,initial_reservation,MSISDN;Email,Family,ReserveNumber,V1,Family/V1/ReserveNumber,parsed_list_data,POST
V1,commit_reservation,,Family,commitNumber,V1,Family/V1/commitNumber,,POST
V1,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V1,FamilyPayment/V1/SubmitFamilyTransOnlinePayment,,POST
V1,confirm,,PaymentManagement,ConfirmOnlinePaymentTransaction,V1,PaymentManagement/V1/ConfirmOnlinePaymentTransaction,parsed_data,POST
V1,register,,Family,Register,V1,Family/V1/Register,parsed_data,POST
V1,update_tag,MSISDN;Email;TagName,Family,UpdateTagName,V1,Family/V1/UpdateTagName,parsed_data,POST
V1,remove_booking,MSISDN,Family,RemoveBooking,V1,Family/V1/RemoveBooking,parsed_list_data,POST
V1,set_primary,MSISDN;,Family,SetPrimary,V1,Family/V1/SetPrimary,parsed_list_data,POST
V1,request_topup,MSISDN;Amount,Family,RequestTopUP,V1,Family/V1/RequestTopUP,parsed_list_data,POST
V1,change_email,MSISDN;NewEmail;IsMainAccount,Family,ChangeEmail,V1,Family/V1/ChangeEmail,parsed_key_results2,POST
V1,change_number,OldMSISDN;NewMSISDN,Family,ChangeNumber,V1,Family/V1/ChangeNumber,parsed_key_results2,POST
V1,age_ranges,,Family,AgeRanges,V1,Family/V1/AgeRanges,parsed_key_results,GET
V1,set_age_range,AgeRangID;TagName,Family,SetAgeRange,V1,Family/V1/SetAgeRange,parsed_key_results2,POST
V1,save_selected_plan,selectedSubscriptionTypeIDs;PromotionCodes;ProductCode,Family,SaveSelectedPlan,V2,Family/V2/SaveSelectedPlan,parsed_key_results2,POST
V1,offers_list,MSISDN,FamilyOffers,List,V1,FamilyOffers/V1/List,parsed_key_result3,GET
V1,offer_apply,MSISDN;PromotionId,FamilyOffers,Apply,V1,FamilyOffers/V1/Apply,parsed_key_result3,POST
V1,offer_remove,MSISDN;PromotionId,FamilyOffers,Remove,V1,FamilyOffers/V1/Remove,parsed_key_result3,DELETE
V1,onboarding,,Family,Onboarding,V1,Family/V1/Onboarding,,DELETE
V1,send_otp,,Family,SendOTP,V1,Family/V1/SendOTP,parsed_key_result3,POST
V1,validate_otp,OTP,Family,ValidateOTP,V1,Family/V1/ValidateOTP,parsed_key_result3,POST
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,submit_ticket,description;code,FAQ.svc,CreateTroubleTicket,V1,FAQ.svc/V1/CreateTroubleTicket,parsed_key_results,GET
V1,submit_rating,,,,,,,
V1,Lookups,,FraudManagement,Lookups,V1,FraudManagement/V1/Lookups,parsed_key_result3,GET
V1,CheckCustomerWithOTP,MSISDN;FraudType,FraudManagement,CheckCustomerWithOTP,V1,FraudManagement/V1/CheckCustomerWithOTP,parsed_key_result3,POST
V1,InsertFraud,ReportingMSISDN;ReportedMSISDN;UserName;FraudRequestTypeID;Notes;OTP,FraudManagement,InsertFraud,V1,FraudManagement/V1/InsertFraud,parsed_key_result3,POST
V1,friend_request,MSISDN;FriendName;FriendMSISDN,Friend,Request,V1,Friend/V1/Request,parsed_key_result3,POST
V1,confirm_with_data_share,MSISDN;FriendName;FriendMSISDN;otp,Friend,confirmtionWithDataShare,V1,Friend/V1/confirmtionWithDataShare,parsed_key_result3,POST
V1,delete_friend,MSISDN;FreindMSISDN,Friend,Delete,V1,Friend/V1/Delete,parsed_key_result3,DELETE
V1,get_game_info,MSISDN,twt,GetWPUrl,V1,twt/V1/GetWPUrl,parsed_key_result3,GET
V1,getWPPrizeHistoryUrl,MSISDN,TWT,GetWPPrizeHistoryUrl,V1,TWT/V1/GetWPPrizeHistoryUrl,parsed_key_result3,GET
V1,get_twt_eligibility,MSISDN,TWT,GetTWTeligibility,V1,TWT/V1/GetTWTeligibility,parsed_key_result3,GET
V1,self,,,,,,,
V1,get_messages,,HomeNotifications,GetHomeNotifications,V1,HomeNotifications/V1/GetHomeNotifications,parsed_key_results,GET
V1,remove_message,,HomeNotifications,DismissNotification,V1,HomeNotifications/V1/DismissNotification,parsed_key_results,POST
V1,delete_all,,HomeNotifications,DismissAll,V1,HomeNotifications/V1/DismissAll,parsed_key_results,POST
V1,message_center_summary,page;pageCount,Inbox,MessagesSummary,V1,Inbox/V1/MessagesSummary,parsed_key_result3,GET
V1,message_center_message,messageId,Inbox,MessagesDetails,V1,Inbox/V1/MessagesDetails,parsed_key_result3,GET
V1,message_center_delete_messages,messageIds,Inbox,deleteMessages,V1,Inbox/V1/deleteMessages,parsed_key_result3,POST
V1,predefined,process;ProductCode,International,PreDefined,V2,International/V2/PreDefined,parsed_key_result3,GET
V1,countries_history,Process,International,SearchHistory,V2,International/V2/SearchHistory,parsed_key_result3,GET
V1,all_countries_rate,isoCodes,International,CountriesRates,V3,International/V3/CountriesRates,,GET
V1,subscription,packCode;CountryCode;MSISDN,International,subscription,V2,International/V2/subscription,parsed_key_result3,POST
V1,available,process;ProductCode;CountryCode,International,Available,V2,International/V2/Available,parsed_key_result3,GET
V1,denominations,MSISDN,CreditTransfer,InternatiolDenominations,V2,CreditTransfer/V2/InternatiolDenominations,parsed_key_result3,GET
V1,request_otp,senderMSISDN;destinationMSISDN;destinationAmount;localTransferValue,CreditTransfer,RequestOTPForInternational,V2,CreditTransfer/V2/RequestOTPForInternational,parsed_key_result3,POST
V1,submit,senderMSISDN;destinationMSISDN;destinationAmount;localTransferValue;OTP,CreditTransfer,SubmitInternatiolDenomination,V2,CreditTransfer/V2/SubmitInternatiolDenomination,parsed_key_result3,POST
V1,get_dashboard_data,MSISDN;Latitude;Longitude;apikey,Loyalty,getDashboardData,V1,Loyalty/V1/getDashboardData,parsed_key_result3,POST
V1,get_voucher_ist,MSISDN;Latitude;Longitude;apikey,Loyalty,getMyVoucherList,V1,Loyalty/V1/getMyVoucherList,parsed_key_result3,POST
V1,total_savings,MSISDN;Latitude;Longitude;apikey,Loyalty,totalSavings,V1,Loyalty/V1/totalSavings,parsed_key_result3,POST
V1,save_feedback,MSISDN;Latitude;Longitude;apikey;feedbackContent,Loyalty,saveFeedback,V1,Loyalty/V1/saveFeedback,parsed_key_result3,POST
V1,add_to_favorite,MSISDN;Latitude;Longitude;apikey;offerID;favStatus,Loyalty,addToFavorite,V1,Loyalty/V1/addToFavorite,parsed_key_result3,POST
V1,get_offers,MSISDN;Latitude;Longitude;apikey;categoryID;offerFilter;offerSort;pageNumber;noOfRecords,Loyalty,getOffers,V1,Loyalty/V1/getOffers,parsed_key_result3,POST
V1,get_category_Offer_details,MSISDN;Latitude;Longitude;apikey;offerID,Loyalty,getCategoryOfferDetails,V1,Loyalty/V1/getCategoryOfferDetails,parsed_key_result3,POST
V1,get_favourite_offer,MSISDN;Latitude;Longitude;apikey;pageNumber;noOfRecords,Loyalty,getFavouriteOffer,V1,Loyalty/V1/getFavouriteOffer,parsed_key_result3,POST
V1,get_near_by_offers,MSISDN;Latitude;Longitude;apikey,Loyalty,getNearByOffers,V1,Loyalty/V1/getNearByOffers,parsed_key_result3,POST
V1,search_offers,MSISDN;Latitude;Longitude;apikey;searchKey;pageNumber;noOfRecords,Loyalty,searchOffers,V1,Loyalty/V1/searchOffers,parsed_key_result3,POST
V1,get_app_voucher,MSISDN;Latitude;Longitude;apikey;offerID,Loyalty,getAppVoucher,V1,Loyalty/V1/getAppVoucher,parsed_key_result3,POST
V1,app_voucher_redeem,MSISDN;Latitude;Longitude;apikey;offerID;couponCode;outletPin;redeemNow,Loyalty,appVoucherRedeem,V1,Loyalty/V1/appVoucherRedeem,parsed_key_result3,POST
V1,add_review_rating,MSISDN;Latitude;Longitude;apikey;offerID;rating;review,Loyalty,addReviewRating,V1,Loyalty/V1/addReviewRating,parsed_key_result3,POST
V1,get_saved_voucher,MSISDN;apikey,Loyalty,getSavedVoucher,V1,Loyalty/V1/getSavedVoucher,parsed_key_result3,POST
V1,save_vat,companyName;companyAddress;taxRegistrationNumber,Customer.svc,SaveVATDetails,V1,Customer.svc/V1/SaveVATDetails,parsed_key_results,GET
V1,statement,date,AccountStatement.svc,SendAccountStatement,V1,AccountStatement.svc/V1/SendAccountStatement,parsed_key_results,GET
V1,usage_history_summary,planTypes;MSISDN;filterId,UsageHistory,Summary,V1,UsageHistory/V1/Summary,,GET
V1,usage_history_summary_details,planTypes;MSISDN;filterId,UsageHistory,Details,V1,UsageHistory/V1/Details,,GET
V1,usage_history_summary_daily,planTypes;MSISDN;filterId,UsageHistory,DailySummary,V1,UsageHistory/V1/DailySummary,,GET
V1,predfined_bundles,MSISDN,,,,,,
V1,current_balance,MSISDN;process,GetCurrentBalance.svc,UserBalance,V1,GetCurrentBalance.svc/V1/UserBalance,parsed_key_results,GET
V1,get_home_notifications,,HomeNotifications.svc,GetHomeNotifications,V1,HomeNotifications.svc/V1/GetHomeNotifications,parsed_key_results,GET
V1,email_verify_callback,Email,HomeNotifications,InvalidateEmail,v1,HomeNotifications/v1/InvalidateEmail,parsed_key_results,GET
V1,dismiss_home_notifications,notificationID,HomeNotifications.svc,DismissNotification,V1,HomeNotifications.svc/V1/DismissNotification,parsed_key_results,GET
V1,recharge_account,MSISDN;amount,AccountBalance,Recharge,V1,AccountBalance/V1/Recharge,parsed_key_results,POST
V1,recharge_by_voucher,MSISDN;voucherCode,RechargeByVoucher.svc,RechargeByVoucher,V1,RechargeByVoucher.svc/V1/RechargeByVoucher,parsed_key_results,POST
V1,spending_limit,MSISDN,AccountBalance,Spendinglimit,V1,AccountBalance/V1/Spendinglimit,parsed_key_results,GET
V1,set_spending_limit,MSISDN;Spendlimitvalue,RechargeAccountBalance.svc,SetSpendinglimit,V1,RechargeAccountBalance.svc/V1/SetSpendinglimit,parsed_key_results,GET
V1,auto_recharge,MSISDN,AutoRechargeDetails.svc,AutoRechargeDetails,V1,AutoRechargeDetails.svc/V1/AutoRechargeDetails,parsed_key_results,GET
V1,set_auto_recharge,Amount;MSISDN;minimumRechargeBalance;AutoRechargeStatus,AutoRechargeDetails.svc,AutoRechargeDetails,V1,AutoRechargeDetails.svc/V1/AutoRechargeDetails,parsed_key_results,POST
V1,credit_card,,CreditCard.svc,Info,V1,CreditCard.svc/V1/Info,parsed_key_results,GET
V1,spending,MSISDN;fromDate;toDate,PaymentHistory.svc,GetSpendingTransactions,V1,PaymentHistory.svc/V1/GetSpendingTransactions,parsed_key_results,GET
V1,change_number,oldnumber;newnumber,ChangeNumber.svc,ChangeNumber,V1,ChangeNumber.svc/V1/ChangeNumber,parsed_key_results,GET
V1,change_number_fees,,LookUps.svc,ChangeNumberFees,V1,LookUps.svc/V1/ChangeNumberFees,parsed_key_results,GET
V1,subscribe_predfined_bundles,MSISDN;ID,SubscribePreDefinedBundle.svc,SubscribePreDefinedBundle,V1,SubscribePreDefinedBundle.svc/V1/SubscribePreDefinedBundle,parsed_key_results,GET
V1,last_video_verification,,LastSuccessVideoVerification.svc,GetLastSuccessVideoVerification,V1,LastSuccessVideoVerification.svc/V1/GetLastSuccessVideoVerification,parsed_key_results,GET
V1,is_verified,,IsCustomerVerified,CheckCustomerVerified,V1,IsCustomerVerified/V1/CheckCustomerVerified,parsed_key_results,GET
V1,flow_status,,Customer,FlowStatus,V1,Customer/V1/FlowStatus,parsed_key_results,GET
V1,set_flow_status,flagCode;value,Customer,FlowStatusFlag,V1,Customer/V1/FlowStatusFlag,parsed_key_results,POST
V1,current_billing_month,,LookUps.svc,CurrentTime,V1,LookUps.svc/V1/CurrentTime,parse_server_timestamp,GET
V1,LineValidityStatus,MSISDN,Customer,LineValidityStatus,v2,Customer/v2/LineValidityStatus,parsed_key_results,GET
V1,is_activation_ready,,Activation.svc,GetPostSignupProcessingStatus,V1,Activation.svc/V1/GetPostSignupProcessingStatus,parsed_key_results,GET
V1,scheduled_actions,,GetScheduledActions.svc,GetScheduledActions,V1,GetScheduledActions.svc/V1/GetScheduledActions,parsed_key_results,GET
V1,get_preferences,MSISDN,CustomerPreferences.svc,GetCustomerPreferences,V1,CustomerPreferences.svc/V1/GetCustomerPreferences,parsed_key_results,GET
V1,post_preferences,MSISDN,CustomerPreferences.svc,UpdateCustomerPreferences,V1,CustomerPreferences.svc/V1/UpdateCustomerPreferences,parsed_key_results,POST
V1,nps,rating;comment,NPS.svc,SubmitNPS,V1,NPS.svc/V1/SubmitNPS,parsed_key_results,GET
V1,payment_history,MSISDN;fromDate;toDate,PaymentHistory,Transactions,V1,PaymentHistory/V1/Transactions,,GET
V1,spending_payment_history,MSISDN;fromDate;toDate,PaymentHistory,GetSpendingTransactions,V1,PaymentHistory/V1/GetSpendingTransactions,parsed_key_results,GET
V1,payment_history_pdf,MSISDN;fromDate;toDate,PaymentHistory,PDF,V1,PaymentHistory/V1/PDF,parsed_key_results,POST
V1,submit_sim_request,fullname;email;number;address,Activation,SubmitSimRequest,V2,Activation/V2/SubmitSimRequest,parsed_key_result3,POST
V1,submit_customer_contact,Name;ContactNumber,Activation,submitCustomerContact,V1,Activation/V1/submitCustomerContact,parsed_key_result3,POST
V1,reward_history,MSISDN,Promo,RewardsHistory,V1,Promo/V1/RewardsHistory,parsed_key_result3,GET
V1,usage_summary,MSISDN,UsageHistory,UsageSummary,V2,UsageHistory/V2/UsageSummary,parsed_key_result3,GET
V1,usage_summary_download,MSISDN,UsageHistory,DownloadUsageSummary,V2,UsageHistory/V2/DownloadUsageSummary,parsed_stream_data,GET
V1,_filter_status,,,,,,,
V1,_find_key,,,,,,,
V1,_is_actived,,,,,,,
V1,codeDetails,MSISDN,MGM,CodeDetails,V1,MGM/V1/CodeDetails,parsed_key_result3,GET
V1,recentReferees,MSISDN,MGM,RecentReferees,V1,MGM/V1/RecentReferees,parsed_key_result3,GET
V1,check,MSISDN,MGM,Check,V1,MGM/V1/Check,parsed_key_result3,GET
V1,promotions,MSISDN,MGM,Promotions,V1,MGM/V1/Promotions,parsed_key_result3,GET
V1,code,MSISDN;Code,MGM,Code,V1,MGM/V1/Code,parsed_key_result3,POST
V1,available_operators,,MNP,Operators,V1,MNP/V1/Operators,parsed_key_results,GET
V1,otp,MSISDN,MNP,OTP,V1,MNP/V1/OTP,parsed_key_results,GET
V1,check_status,MSISDN,MNP,CheckStatus,V1,MNP/V1/CheckStatus,parsed_key_results,GET
V1,submit_request,MNPNumber;ContactNumber;OperatorId;OTP;process;email,MNP,SubmitFormAndVerify,v2,MNP/v2/SubmitFormAndVerify,parsed_key_results,POST
V1,resubmit_request,MSISDN;Email;process,MNP,ReBookMNP,v1,MNP/v1/ReBookMNP,parsed_key_result3,POST
V1,acknowledge_request_status,MSISDN,MNP,AcknowledgeNumberStatus,v1,MNP/v1/AcknowledgeNumberStatus,parsed_key_result3,POST
V1,cancel_mnp,MSISDN,MNP,CancelationRequest,v1,MNP/v1/CancelationRequest,parsed_key_result3,POST
V1,mnp_outstanding,MSISDN;OTP,MNP,GetMNPOutStanding,v2,MNP/v2/GetMNPOutStanding,parsed_key_results,GET
V1,number_details,MSISDN,MNP,NumberDetails,v2,MNP/v2/NumberDetails,parsed_key_results,GET
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,self,,,,,,,
V1,remove_cc,,CreditCard,RemoveCreditCard,V1,CreditCard/V1/RemoveCreditCard,parsed_key_results,POST
V1,get_available_numbers,pageNumber;pageSize,AVNumbers,Available,V1,AVNumbers/V1/Available,parsed_key_results,GET
V1,initial_reservation,,Numbers,Reservation,V1,Numbers/V1/Reservation,parsed_list_data,POST
V1,cancel_initial_reservation,,Reservation,Cancel,V1,Reservation/V1/Cancel,,POST
V1,cancel_commit_reservation,,CancelCommitReservation,Cancel,V1,CancelCommitReservation/V1/Cancel,,GET
V1,search,searchPattern;pageNumber;pageSize;MNCCode,SearchNumber,SearchNumber,V1,SearchNumber/V1/SearchNumber,parsed_search_data,GET
V1,initial_booking_numbers,,Booked,initial,V1,Booked/V1/initial,parsed_list_data,GET
V1,commited_booking_numbers,,Booked,Commited,V1,Booked/V1/Commited,parsed_list_data,GET
V1,commit_reservation,,,,,,,
V1,_commit_reservation,,Number,CommitReservation,V1,Number/V1/CommitReservation,,POST
V1,_commit_reservation_mnp,;;,CommitReservation.svc,commitReservationForMNP,V1,CommitReservation.svc/V1/commitReservationForMNP,,GET
V1,reserve_number_without_check,,ReserveNumbersWithoutCheck.svc,ReservationWithoutCheck,V1,ReserveNumbersWithoutCheck.svc/V1/ReservationWithoutCheck,parse_results_as_it_is,GET
V1,register_alias,,CreditCard,RegisterWVerifyPayFort,V1,CreditCard/V1/RegisterWVerifyPayFort,,POST
V1,confirm_commit_reservation,,CreditCard,ConfirmRegistrationPayFort,V1,CreditCard/V1/ConfirmRegistrationPayFort,parsed_data,POST
V1,confirm_registration_and_commit_number,,CreditCard,ConfirmRegistrationAndCommitNumber,v3,CreditCard/v3/ConfirmRegistrationAndCommitNumber,parsed_data,POST
V1,update_number_tag_name,,VerificationDetails.svc,UpdateNumberTagName,V1,VerificationDetails.svc/V1/UpdateNumberTagName,parsed_data,POST
V1,unfreeze,,UnFreezeAccount.svc,UnFreezeMyAccount,V1,UnFreezeAccount.svc/V1/UnFreezeMyAccount,,GET
V1,is_eligible,"""ALIAS"";""fortResponse""",CreditCard.svc,CheckEligibility,V1,CreditCard.svc/V1/CheckEligibility,parsed_key_results,POST
V1,mnp_number,,,,,,,
V1,retry,"""MSISDN""",PaymentManagement.svc,RetryPayment,V1,PaymentManagement.svc/V1/RetryPayment,parsed_key_results,GET
V1,skip,"""flagCode"";""value""",GetUserProfile.svc,SetFlowStatusFlag,V2,GetUserProfile.svc/V2/SetFlowStatusFlag,parsed_key_results,GET
V1,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V1,Booked/V1/Reservation,parsed_list_data,GET
V1,random_reservation,,Numbers,Random,V1,Numbers/V1/Random,parse_results_as_it_is,POST
V1,vanity_details,,Vanity,VanityDetails,V1,Vanity/V1/VanityDetails,parsed_key_results,GET
V1,is_virgin,MSISDN,CustomerProduct,ValidateMSISDN,V1,CustomerProduct/V1/ValidateMSISDN,parsed_key_results,POST
V1,random_confirmation,,Numbers,RandomConfirmation,V1,Numbers/V1/RandomConfirmation,parsed_key_results,POST
V1,set_avatar_name,MSISDN;AvatarName,CustomerProduct,SetNumberAvatar,V2,CustomerProduct/V2/SetNumberAvatar,parsed_key_result3,POST
V1,knet_onboarding,,CreditCard,KnetOnboarding,V1,CreditCard/V1/KnetOnboarding,parsed_key_result3,POST
V1,pay_onboarding,ALIAS;CustomerName;CVV;SaveCard,CreditCard,PayOnboarding,V1,CreditCard/V1/PayOnboarding,parsed_list_data,POST
V1,is_eligible_kw,"""ALIAS"";""CardNumber"";""ExpiryDate""",CreditCard,CheckEligibility,V2,CreditCard/V2/CheckEligibility,parsed_key_results,POST
V1,epass,"""""",api,process,V1,api/V1/process,parsed_key_result3,POST
V1,list,MSISDN,Offers,List,V1,Offers/V1/List,parsed_key_result3,GET
V1,apply,MSISDN;PromotionId,Offers,Apply,V1,Offers/V1/Apply,parsed_key_result3,POST
V1,remove,MSISDN;PromotionId,Offers,Remove,V1,Offers/V1/Remove,parsed_key_result3,DELETE
V1,send_otp,MSISDN;FlowType;ServicesIDs;AutoRenew,HomeNotifications,PushOTP,V1,HomeNotifications/V1/PushOTP,parsed_key_results,POST
V1,validate_otp,MSISDN;FlowType;OTP,HomeNotifications,VerifyOTP,V1,HomeNotifications/V1/VerifyOTP,parsed_key_results,POST
V1,check_submit,CivilID,PACI,CheckAndSubmitPACI,V1,PACI/V1/CheckAndSubmitPACI,parsed_key_result3,GET
V1,check_expiry_date,,PACI,CheckExpiryDate,V1,PACI/V1/CheckExpiryDate,parsed_key_result3,GET
V1,status,,PACI,StatusPACI,V1,PACI/V1/StatusPACI,parsed_key_result3,GET
V1,get_current_pack,MSISDN;isIncludePromotion,Available,CurrentPacks,V4,Available/V4/CurrentPacks,parsed_key_result3,GET
V1,pack_opt_in,MSISDN,Available,optin,V5,Available/V5/optin,parsed_key_result3,POST
V1,get_available_pack,MSISDN;producCodes;ServiceTypes;packType;filter;sort,Available,AvailablePacks,V4,Available/V4/AvailablePacks,parsed_key_result3,GET
V1,subscribe_pack,MSISDN;packCode,Plans,PackSubscribe,V3,Plans/V3/PackSubscribe,parsed_key_result3,POST
V1,get_pack_details,MSISDN;SeviceIds;includingMVIVA,Available,PackDetails,V4,Available/V4/PackDetails,parsed_key_result3,GET
V1,evaluate_content_services,MSISDN;Code;ServicesIDs,Available,EvaluateContentServices,V4,Available/V4/EvaluateContentServices,parsed_key_result3,GET
V1,set_password,,Password,Set,V1,Password/V1/Set,parsed_data_status,POST
V1,change_password,,Password,Change,V1,Password/V1/Change,parsed_data,POST
V1,verify_password,,Password.svc,Verify,V1,Password.svc/V1/Verify,parsed_data,POST
V1,send_reset_password_email,,Password.svc,ResetPasswordEmail,V1,Password.svc/V1/ResetPasswordEmail,parsed_data,POST
V1,validate_verification_code,,Password.svc,ValidateVerificationCode,V1,Password.svc/V1/ValidateVerificationCode,parsed_list_data,POST
V1,reset_password_otp,,Password.svc,ResetPasswordOTP,V1,Password.svc/V1/ResetPasswordOTP,parsed_data,POST
V1,set_default_payment_method,PaymentMethodId,AccountBalance,SetOneOffPaymentMethod,V2,AccountBalance/V2/SetOneOffPaymentMethod,parsed_key_result3,POST
V1,user_payments_methods,,CreditCard,UserPaymentMethods,V1,CreditCard/V1/UserPaymentMethods,parsed_key_result3,GET
V1,remove_payments_methods,PaymentMethodID,CreditCard,RemovePaymentMethod,V1,CreditCard/V1/RemovePaymentMethod,parsed_key_result3,POST
V1,confirm,,PaymentManagement.svc,ConfirmOnlinePaymentTransaction,V1,PaymentManagement.svc/V1/ConfirmOnlinePaymentTransaction,parsed_data,POST
V1,plan,MSISDN;transactionType;CVV,PaymentManagement.svc,SubmitPlanTransOnlinePayment,V1,PaymentManagement.svc/V1/SubmitPlanTransOnlinePayment,,POST
V1,plan_with_alias,ALIAS;CVV;customerName,CreditCard,PayWRegistration,V1,CreditCard/V1/PayWRegistration,,POST
V1,recharge,MSISDN;CVV;amount,AccountBalance,RechargeOnlinePayment,V1,AccountBalance/V1/RechargeOnlinePayment,,POST
V1,delivery_cancel,reason;CVV,ConfirmDelivery.svc,CancelDeliveryOnlinePayment,V2,ConfirmDelivery.svc/V2/CancelDeliveryOnlinePayment,,GET
V1,change_number,oldnumber;newnumber;CVV,ChangeNumber.svc,ChangeNumberOnlinePayment,V1,ChangeNumber.svc/V1/ChangeNumberOnlinePayment,,GET
V1,pending,,PaymentManagement.svc,GetPendingPayments,V1,PaymentManagement.svc/V1/GetPendingPayments,parsed_key_results,GET
V1,register_card_with_recharge,ALIAS;CVV;customerName,CreditCard,RegisterCardWithRecharge,V1,CreditCard/V1/RegisterCardWithRecharge,,POST
V1,cart_items_count,,Plans,CartItemsCount,V1,Plans/V1/CartItemsCount,,GET
V1,pay_esim,PaymentMethodId;CVV;MSISDN,CreditCard,PayForEsim,V1,CreditCard/V1/PayForEsim,,POST
V1,recharge_using_debit_card,MSISDN;PaymentAmount,AccountBalance,RechargeUsingDebitCardWeb,V2,AccountBalance/V2/RechargeUsingDebitCardWeb,parsed_key_result3,POST
V1,confirm_recharge_using_debit_card,MSISDN;OrderID;Status,AccountBalance,ConfirmRechargeUsingDebitCardWeb,V2,AccountBalance/V2/ConfirmRechargeUsingDebitCardWeb,parsed_key_result3,POST
V1,payOnboarding,ALIAS;CustomerName;CVV;SaveCard;AutoTopup,CreditCard,PayOnboarding,V1,CreditCard/V1/PayOnboarding,parsed_key_result3,POST
V1,paySelfcare,MSISDN;Amount;ALIAS;CustomerName;CVV;SaveCard;skipPendingPaymentCheck,AccountBalance,PaySelfcare,V2,AccountBalance/V2/PaySelfcare,parsed_key_result3,POST
V1,knet_payment,MSISDN;Amount;Process,CreditCard,KNETPayment,V1,CreditCard/V1/KNETPayment,parsed_key_result3,POST
V1,confirm_zero_payment,,CreditCard,ConfirmZeroPayment,V1,CreditCard/V1/ConfirmZeroPayment,parsed_key_result3,POST
V1,CompleteOnboardingPayment,CVV;PaymentMethodId,CreditCard,CompleteOnboardingPayment,V1,CreditCard/V1/CompleteOnboardingPayment,parsed_key_result3,POST
V1,KnetOnlineOneOff,MSISDN;Amount,AccountBalance,KnetOnlineOneOff,V2,AccountBalance/V2/KnetOnlineOneOff,parsed_key_result3,POST
V1,checkAuthorizationStatus,,CreditCard,checkAuthorizeStatus,V1,CreditCard/V1/checkAuthorizeStatus,parsed_key_result3,GET
V1,get_payg_data,,PAYGManagement,PAYGData,V1,PAYGManagement/V1/PAYGData,parsed_key_results,GET
V1,post_payg_data,IsActivate,PAYGManagement,PAYGData,V1,PAYGManagement/V1/PAYGData,parsed_key_results,POST
V1,update_auto_renew,MSISDN;IsEnable;SubscriptionId,plans,UpdateAutoRenew,V3,plans/V3/UpdateAutoRenew,parsed_key_results,POST
V1,payg_rates,MSISDN,PAYGManagement,PAYGRates,V1,PAYGManagement/V1/PAYGRates,parsed_key_results,GET
V1,get_roaming_payg_data,,PAYGManagement,RoamingPAYGData,V1,PAYGManagement/V1/RoamingPAYGData,parsed_key_results,GET
V1,post_roaming_payg_data,Activate,PAYGManagement,RoamingPAYGData,V1,PAYGManagement/V1/RoamingPAYGData,parsed_key_results,POST
V1,summary,isIncludePromotion,plans,confirmation,V2,plans/V2/confirmation,parsed_key_results,GET
V1,package_pricing,MSISDN,Pakages,Pricing,V1,Pakages/V1/Pricing,parsed_key_results,GET
V1,starter_plan,,GetStarterPlan.svc,GetPlanData,V1,GetStarterPlan.svc/V1/GetPlanData,parsed_list_data,GET
V1,current_plans,,GetPlans.svc,GetCurrentPlans,V1,GetPlans.svc/V1/GetCurrentPlans,parsed_list_data,GET
V1,available_plans,serviceTypes,Available,Plans,V1,Available/V1/Plans,,GET
V1,reactivate_plans,MSISDN,Available,RetryRenewal,V1,Available/V1/RetryRenewal,parsed_key_results,POST
V1,subscribe,MSISDN;PlanID,Plans,Subscription,V1,Plans/V1/Subscription,parsed_key_result3,POST
V1,unsubscribe,MSISDN;ID,SubscribePlans.svc,Unsubscribe,V1,SubscribePlans.svc/V1/Unsubscribe,parsed_data,GET
V1,change,MSISDN;newID;PromotionCodes,Change.svc,Plan,V3,Change.svc/V3/Plan,parsed_key_results,POST
V1,next_renewal,MSISDN,Available.svc,NextRenewal,V1,Available.svc/V1/NextRenewal,parsed_key_results,GET
